# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = mesquite_volume_model
# start_datetime = 2023-07-16 15:43:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = mesquite_volume.json
# init = 2 (Default)
# random
#   seed = 1720219858 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma
-25.9423,0.709934,0.489997,2,3,0,29.3751,5.27295,0.644844,0.388312
-27.9052,0.858958,0.489997,3,7,0,28.9213,5.14621,0.750003,0.549837
-27.9506,1,0.489997,3,7,0,30.85,5.05416,0.77968,0.537054
-24.9121,0.988653,0.489997,3,7,0,29.017,5.22619,0.698323,0.393635
-25.2123,0.896332,0.489997,3,7,0,25.9906,5.10001,0.758042,0.446568
-26.811,0.952405,0.489997,2,7,0,27.0799,5.06189,0.830363,0.465068
-25.8105,0.992691,0.489997,4,15,0,27.5031,5.28254,0.654503,0.391649
-26.0473,0.938485,0.489997,3,7,0,27.3304,5.25351,0.637272,0.453964
-27.1333,0.868011,0.489997,2,3,0,29.3841,5.30971,0.670569,0.364016
-28.4519,0.783435,0.489997,1,1,0,28.5749,5.34141,0.666514,0.358811
-28.2179,1,0.489997,1,1,0,28.9097,5.333,0.67257,0.358911
-27.2629,0.942059,0.489997,3,7,0,31.7453,5.24794,0.635908,0.508331
-25.8714,0.98716,0.489997,3,7,0,28.8847,5.15465,0.792658,0.428736
-25.5065,0.989432,0.489997,3,7,0,26.3263,5.12184,0.771726,0.4612
-26.3324,0.929905,0.489997,2,3,0,26.7229,5.12723,0.807914,0.456727
-25.865,0.841556,0.489997,2,5,0,29.4697,5.22806,0.744515,0.385997
-26.6427,0.982634,0.489997,3,7,0,28.9191,5.30833,0.625416,0.392326
-26.0354,1,0.489997,3,7,0,27.0062,5.28775,0.634288,0.438712
-29.0207,0.954844,0.489997,4,15,0,29.2043,5.40357,0.566023,0.45546
-26.7036,0.954571,0.489997,3,7,0,30.4788,5.21878,0.70177,0.513768
-25.6163,0.970668,0.489997,3,15,0,28.2077,5.05389,0.787412,0.412953
-25.7681,0.968035,0.489997,2,3,0,26.0012,5.09246,0.804541,0.407067
-25.9804,0.962393,0.489997,3,7,0,26.8186,5.12982,0.803927,0.43134
-25.0809,0.976574,0.489997,2,3,0,26.2182,5.12704,0.775205,0.416313
-24.6521,0.974376,0.489997,3,7,0,26.273,5.14451,0.726569,0.405931
-25.1317,0.97639,0.489997,3,7,0,25.2713,5.09067,0.772394,0.423653
-25.0612,0.949821,0.489997,3,15,0,26.768,5.217,0.68788,0.382337
-25.5732,0.866145,0.489997,2,7,0,26.3046,5.15426,0.680859,0.387942
-25.5434,0.942682,0.489997,2,3,0,26.453,5.19276,0.763854,0.400542
-30.2089,0.836363,0.489997,3,7,0,31.2404,5.07527,0.737264,0.600842
-29.7048,0.830674,0.489997,3,7,0,34.5392,5.24998,0.787572,0.542928
-30.1748,0.909511,0.489997,2,7,0,32.0803,4.96675,0.715293,0.494953
-28.1076,1,0.489997,2,3,0,31.1293,4.97736,0.789319,0.501739
-27.1597,1,0.489997,2,3,0,28.5516,5.00046,0.774823,0.473787
-25.6947,1,0.489997,3,7,0,27.151,5.10809,0.799185,0.436707
-25.0774,0.986123,0.489997,2,7,0,27.3106,5.19664,0.699061,0.4521
-25.8858,0.917011,0.489997,3,7,0,26.8386,5.30299,0.656826,0.42923
-25.6908,0.94664,0.489997,2,7,0,27.4182,5.16415,0.73643,0.481789
-25.3101,0.992944,0.489997,3,7,0,26.6793,5.2459,0.662688,0.434941
-25.2038,0.902373,0.489997,3,7,0,29.0676,5.26063,0.680908,0.407166
-25.3982,0.681462,0.489997,3,7,0,28.9736,5.10722,0.749962,0.371152
-26.0755,0.857997,0.489997,2,3,0,26.9087,5.11296,0.725754,0.355857
-26.2458,0.887684,0.489997,2,3,0,27.7245,5.16347,0.717044,0.342389
-25.1035,0.993033,0.489997,3,7,0,26.9195,5.1039,0.747825,0.4412
-25.9047,0.896317,0.489997,2,7,0,26.991,5.25758,0.731959,0.431905
-24.7274,1,0.489997,2,7,0,26.2351,5.13082,0.737618,0.421224
-26.3309,0.821373,0.489997,2,7,0,26.5829,5.24007,0.75831,0.423281
-26.0923,0.964193,0.489997,2,7,0,27.2525,5.13829,0.682954,0.46884
-27.715,0.948256,0.489997,3,7,0,28.9125,5.12142,0.682837,0.522616
-29.02,0.937765,0.489997,2,3,0,29.1928,5.07745,0.671877,0.5269
-29.7793,0.987052,0.489997,3,7,0,30.3103,5.09893,0.649762,0.543582
-29.112,0.99511,0.489997,3,7,0,31.4285,5.17052,0.643721,0.341014
-25.3715,1,0.489997,2,3,0,29.6357,5.15824,0.702684,0.368627
-27.8301,0.730926,0.489997,3,7,0,28.5923,5.30098,0.720424,0.371408
-26.5138,0.826422,0.489997,3,7,0,29.7902,5.09165,0.68768,0.418118
-24.8685,0.986044,0.489997,2,3,0,26.8752,5.10795,0.746929,0.409762
-24.6252,0.99975,0.489997,3,7,0,24.9762,5.15601,0.728846,0.419598
-26.5369,0.680583,0.489997,2,3,0,27.6041,5.10813,0.682462,0.393071
-26.1361,0.944266,0.489997,2,7,0,27.931,5.1867,0.772454,0.467125
-25.5371,1,0.489997,3,7,0,26.5222,5.11475,0.700334,0.432845
-25.0166,0.996476,0.489997,2,7,0,25.9887,5.11226,0.736811,0.436993
-26.3524,0.947701,0.489997,2,7,0,27.6543,5.31564,0.632694,0.409079
-28.0182,0.620324,0.489997,2,3,0,29.3194,5.23868,0.591851,0.415831
-26.9074,0.985939,0.489997,2,7,0,30.213,5.15114,0.790736,0.498135
-26.649,0.965102,0.489997,2,7,0,28.9072,5.05853,0.795021,0.490643
-25.0611,0.984602,0.489997,3,7,0,27.3075,5.17858,0.685294,0.39202
-25.6082,0.940964,0.489997,3,7,0,26.1267,5.17484,0.665604,0.43768
-26.8056,0.921979,0.489997,2,3,0,26.9987,5.15344,0.644856,0.421617
-26.0042,0.892409,0.489997,3,7,0,30.1515,5.05836,0.771936,0.467098
-26.0953,0.933083,0.489997,2,3,0,26.9825,5.11936,0.809547,0.434924
-25.2553,1,0.489997,3,7,0,26.715,5.14768,0.733576,0.463634
-25.0316,0.920245,0.489997,2,7,0,26.4114,5.16841,0.752651,0.388192
-26.1883,0.959499,0.489997,2,7,0,27.0957,5.28253,0.624521,0.425592
-26.0975,0.999459,0.489997,4,15,0,26.2563,5.02753,0.799216,0.415426
-25.5801,0.986809,0.489997,2,3,0,26.3267,5.07042,0.796508,0.423169
-24.862,0.964876,0.489997,2,3,0,25.916,5.13131,0.755658,0.429739
-25.7117,0.979882,0.489997,4,15,0,25.9585,5.05241,0.795133,0.425139
-27.3254,0.96129,0.489997,3,7,0,28.2604,5.34517,0.629813,0.387837
-25.1131,0.992928,0.489997,3,7,0,28.0566,5.15655,0.730692,0.457501
-25.6239,0.977238,0.489997,2,3,0,25.672,5.16453,0.749302,0.474623
-25.3542,0.997909,0.489997,3,7,0,26.306,5.06745,0.765892,0.422792
-32.4878,0.368722,0.489997,2,3,0,35.3539,4.90826,0.750095,0.400888
-25.4301,1,0.489997,2,3,0,31.5458,5.10494,0.788777,0.436488
-26.1258,0.956314,0.489997,1,3,0,27.1387,5.03842,0.80449,0.446854
-25.6461,0.959921,0.489997,3,7,0,28.8813,5.07536,0.796204,0.439079
-25.7519,0.912208,0.489997,3,7,0,26.5927,5.15863,0.6713,0.393512
-26.0667,0.980552,0.489997,2,3,0,26.5292,5.21518,0.756879,0.382961
-25.2318,0.999987,0.489997,4,15,0,27.0035,5.17632,0.72509,0.463361
-26.0128,0.966077,0.489997,2,7,0,26.5205,5.19232,0.708028,0.493708
-26.3745,0.956687,0.489997,3,7,0,27.8352,5.13169,0.78958,0.365061
-27.0349,0.745646,0.489997,2,3,0,28.2375,5.06847,0.698652,0.397356
-26.4657,1,0.489997,2,3,0,27.3771,5.07242,0.703744,0.415153
-28.4569,0.66058,0.489997,1,1,0,28.5514,5.03357,0.693206,0.41345
-29.3435,1,0.489997,3,7,0,29.9515,5.1261,0.868323,0.442205
-28.975,1,0.489997,2,3,0,30.4647,4.95438,0.764519,0.407249
-26.5541,0.868371,0.489997,2,3,0,30.3134,5.03876,0.8239,0.400187
-26.167,1,0.489997,3,7,0,26.6163,5.04654,0.808075,0.395237
-27.5847,0.840855,0.489997,3,7,0,29.4647,5.14084,0.769717,0.535744
-27.2241,0.965165,0.489997,3,7,0,28.9176,5.14318,0.686693,0.343869
-26.5714,0.814917,0.489997,2,3,0,28.8829,5.19738,0.713909,0.337858
-25.1922,0.997013,0.489997,2,3,0,26.7415,5.15282,0.704979,0.375942
-24.9751,0.991046,0.489997,2,7,0,26.0015,5.22598,0.701503,0.436669
-25.0265,0.998658,0.489997,3,15,0,25.1192,5.12042,0.75967,0.38644
-25.6268,0.656925,0.489997,4,15,0,32.8119,5.17138,0.779361,0.418702
-25.4727,0.999676,0.489997,2,7,0,25.9469,5.15903,0.77685,0.437319
-25.6261,0.969967,0.489997,2,3,0,25.9692,5.06999,0.73491,0.424414
-24.9371,0.958409,0.489997,2,7,0,26.2431,5.12024,0.727552,0.394843
-25.261,0.969494,0.489997,3,7,0,25.3959,5.15359,0.686056,0.430814
-24.7444,0.989154,0.489997,2,7,0,25.7152,5.15803,0.721322,0.388048
-26.229,0.866966,0.489997,3,7,0,26.6752,5.23658,0.709774,0.492009
-25.1482,0.993894,0.489997,3,7,0,26.298,5.14163,0.74734,0.37233
-25.2485,0.962177,0.489997,3,15,0,26.2521,5.22112,0.686651,0.375001
-26.3134,0.801587,0.489997,2,3,0,27.0134,5.15976,0.685094,0.355641
-26.4146,0.427249,0.489997,2,3,0,30.1887,5.24953,0.743826,0.387417
-25.815,0.998875,0.489997,3,7,0,27.0161,5.23005,0.738591,0.458819
-27.3413,0.959412,0.489997,2,3,0,27.96,5.20265,0.686888,0.532445
-25.7973,1,0.489997,2,3,0,27.5243,5.16078,0.690429,0.474988
-25.5339,0.901844,0.489997,2,3,0,27.3295,5.11487,0.728678,0.466179
-26.2512,0.971601,0.489997,2,7,0,28.4038,5.04077,0.769612,0.466103
-26.8253,0.982812,0.489997,3,7,0,27.8201,5.05675,0.839249,0.432489
-26.1304,0.985682,0.489997,3,7,0,27.8842,5.09708,0.766101,0.488172
-27.7134,0.949187,0.489997,2,7,0,28.489,5.0811,0.777984,0.535753
-25.0932,0.994451,0.489997,3,7,0,29.4089,5.1884,0.716627,0.370758
-25.0069,0.996689,0.489997,2,3,0,25.2263,5.18111,0.711126,0.373842
-24.7583,0.997619,0.489997,3,7,0,25.2182,5.1988,0.69508,0.423961
-24.7059,1,0.489997,2,3,0,24.7625,5.19548,0.701189,0.422933
-25.8335,0.946688,0.489997,3,7,0,26.6776,5.27926,0.660642,0.456307
-25.2472,0.854757,0.489997,2,3,0,27.399,5.25342,0.70492,0.425685
-24.746,0.956997,0.489997,2,3,0,25.8163,5.15684,0.710015,0.397915
-28.1588,0.573885,0.489997,2,3,0,29.0059,5.06305,0.688387,0.383568
-26.4135,0.995638,0.489997,3,7,0,31.3144,5.03305,0.74313,0.433559
-25.7892,0.997684,0.489997,3,7,0,26.8807,5.13611,0.774256,0.471252
-25.897,0.979139,0.489997,3,7,0,27.0285,5.18177,0.738936,0.35311
-25.5799,0.999387,0.489997,2,7,0,26.6599,5.08528,0.751891,0.4598
-25.8518,0.968377,0.489997,3,7,0,26.5888,5.09223,0.792409,0.46177
-25.8143,0.92555,0.489997,3,7,0,27.0692,5.06663,0.741751,0.389522
-26.8878,0.808745,0.489997,2,3,0,28.9324,5.13181,0.807065,0.373316
-25.8065,1,0.489997,2,3,0,26.6536,5.11459,0.787666,0.376684
-25.2612,1,0.489997,4,15,0,26.5217,5.25231,0.672992,0.43763
-25.2294,0.952034,0.489997,3,7,0,26.3592,5.09655,0.731468,0.397623
-26.3702,0.864906,0.489997,4,15,0,27.7392,5.06528,0.821847,0.401386
-28.2546,0.854432,0.489997,3,7,0,29.6979,5.12022,0.701513,0.549786
-27.5841,1,0.489997,2,3,0,28.3003,5.1416,0.714275,0.539886
-27.0055,1,0.489997,2,3,0,27.6089,5.14287,0.726082,0.525044
-26.4739,0.981139,0.489997,2,7,0,27.6727,5.19713,0.768091,0.481815
-25.0215,1,0.489997,3,7,0,26.7703,5.20314,0.693167,0.446003
-24.8306,0.997894,0.489997,2,3,0,25.0894,5.19477,0.690016,0.42614
-25.1117,0.994567,0.489997,3,7,0,25.3361,5.24412,0.679218,0.395573
-24.7663,0.888371,0.489997,3,7,0,26.3135,5.12946,0.751147,0.401401
-26.5657,0.865753,0.489997,2,3,0,27.0194,5.17481,0.757855,0.347668
-27.1917,0.93251,0.489997,2,3,0,28.1155,5.14125,0.714197,0.331727
-24.9953,1,0.489997,2,7,0,27.2685,5.20389,0.73415,0.394331
-24.6643,0.928523,0.489997,3,7,0,27.4516,5.18404,0.729901,0.412694
-25.6814,0.907228,0.489997,3,7,0,26.2508,5.05721,0.770502,0.39262
-26.3837,0.931985,0.489997,2,3,0,26.9338,5.05671,0.779702,0.366213
-27.5016,0.924567,0.489997,2,3,0,28.0204,5.07969,0.803201,0.347514
-27.19,0.532999,0.489997,2,3,0,31.4,5.14011,0.794377,0.354229
-25.1153,0.876992,0.489997,2,3,0,28.0721,5.15163,0.749769,0.375404
-26.1304,0.736447,0.489997,2,7,0,28.1501,5.28125,0.718697,0.420269
-27.9477,0.892574,0.489997,2,3,0,28.4423,5.12648,0.650273,0.384554
-28.5848,0.996923,0.489997,3,15,0,30.2135,5.08378,0.869646,0.435384
-29.6465,0.830151,0.489997,1,1,0,29.8322,5.09576,0.882265,0.436422
-29.8866,1,0.489997,3,7,0,32.8962,5.30012,0.546134,0.428568
-33.9098,0.444612,0.489997,1,1,0,33.961,5.28322,0.508667,0.412148
-26.9842,1,0.489997,2,3,0,33.6763,5.33493,0.608601,0.427699
-27.0981,0.84176,0.489997,3,7,0,29.1418,5.20697,0.621409,0.399998
-26.2959,0.98779,0.489997,3,7,0,28.9043,5.03776,0.74294,0.415066
-27.3725,0.905519,0.489997,2,3,0,28.8712,5.11139,0.782787,0.338335
-26.0408,0.796402,0.489997,2,3,0,29.6032,5.06066,0.747783,0.380948
-27.9092,0.868594,0.489997,3,7,0,28.178,5.206,0.619839,0.503487
-28.5828,0.943302,0.489997,2,3,0,29.5925,5.23267,0.593622,0.50246
-25.3125,0.969263,0.489997,3,7,0,30.7099,5.23371,0.722645,0.390571
-24.9257,0.993933,0.489997,2,7,0,26.2186,5.13039,0.740901,0.441394
-25.4634,0.937894,0.489997,2,3,0,25.8308,5.19864,0.732733,0.466167
-26.2079,0.862207,0.489997,2,7,0,27.8175,5.16703,0.677193,0.484009
-25.0504,0.971545,0.489997,2,7,0,27.8156,5.19324,0.720528,0.374187
-25.0673,0.954771,0.489997,2,7,0,25.6286,5.18507,0.677184,0.412488
-24.8958,0.901349,0.489997,2,3,0,26.2212,5.21128,0.727815,0.414081
-25.3494,0.94754,0.489997,2,5,0,26.0934,5.20617,0.742479,0.38515
-25.6409,0.961,0.489997,3,7,0,27.512,5.28969,0.661701,0.422021
-25.672,0.847828,0.489997,2,7,0,28.8198,5.0823,0.797689,0.441096
-25.254,0.993413,0.489997,2,3,0,25.9545,5.1054,0.759295,0.451279
-26.0587,0.951394,0.489997,3,7,0,26.9886,5.17437,0.726937,0.345607
-26.3114,0.942058,0.489997,1,1,0,26.4174,5.18924,0.73101,0.343776
-29.7341,0.675509,0.489997,3,7,0,30.3127,5.26218,0.695901,0.590894
-29.1485,0.945713,0.489997,3,7,0,32.7529,5.28835,0.567874,0.400125
-27.1907,1,0.489997,2,3,0,29.5057,5.34178,0.674106,0.467898
-27.3234,0.917868,0.489997,3,7,0,28.4411,5.1946,0.796228,0.388608
-24.9844,0.988076,0.489997,2,3,0,27.6684,5.1126,0.76817,0.402405
-24.7788,0.984743,0.489997,3,7,0,25.395,5.17359,0.73573,0.389836
-26.81,0.865993,0.489997,3,7,0,28.0069,5.29927,0.623487,0.383611
-25.0907,1,0.489997,3,15,0,26.8997,5.1707,0.749473,0.445266
-26.2494,0.942158,0.489997,3,7,0,26.988,5.02636,0.810944,0.416426
-25.5847,0.944812,0.489997,3,11,0,27.4692,5.21435,0.652416,0.401813
-25.2678,0.998217,0.489997,3,7,0,25.9188,5.23342,0.687553,0.37744
-27.5867,0.877926,0.489997,2,3,0,27.6974,5.28932,0.646217,0.34831
-25.0827,1,0.489997,3,7,0,27.6144,5.23198,0.679712,0.437066
-24.8563,0.893686,0.489997,2,5,0,26.3253,5.12435,0.734959,0.392177
-25.0588,0.987398,0.489997,3,7,0,25.1844,5.22088,0.717951,0.439151
-24.9829,0.998416,0.489997,3,15,0,25.4563,5.18598,0.727763,0.447651
-24.9829,0.98848,0.489997,3,7,0,25.5711,5.09887,0.761492,0.420111
-24.6681,0.993405,0.489997,2,7,0,25.3196,5.17847,0.733872,0.412166
-25.4708,0.780923,0.489997,2,3,0,26.5225,5.13739,0.691119,0.44179
-25.7609,0.981527,0.489997,3,7,0,26.4217,5.17017,0.666699,0.448853
-26.729,0.845134,0.489997,2,3,0,28.2898,5.20011,0.628785,0.40674
-26.557,0.958952,0.489997,2,3,0,27.6416,5.26746,0.738018,0.397868
-26.1987,0.978887,0.489997,2,7,0,28.026,5.15873,0.687365,0.488434
-25.2447,0.982517,0.489997,2,3,0,26.5967,5.22305,0.733855,0.430474
-25.4964,0.984529,0.489997,2,3,0,25.5722,5.15176,0.678691,0.43182
-24.624,0.982405,0.489997,4,15,0,26.4827,5.14871,0.736151,0.409529
-24.6759,0.973314,0.489997,2,7,0,24.9351,5.19058,0.701778,0.402067
-25.218,0.95435,0.489997,2,3,0,25.5327,5.15698,0.736663,0.366726
-27.4098,0.602374,0.489997,3,7,0,29.0554,5.00803,0.759227,0.485638
-28.3499,0.99724,0.489997,3,7,0,29.1765,5.00637,0.869179,0.482403
-27.1744,1,0.489997,2,3,0,28.4128,4.98936,0.831644,0.450954
-28.2882,0.98406,0.489997,3,7,0,28.4167,4.95945,0.863082,0.429173
-26.9655,0.994805,0.489997,4,15,0,28.5689,5.33907,0.615491,0.414176
-25.5995,0.935699,0.489997,3,7,0,28.6137,5.17497,0.769165,0.449685
-25.377,0.98595,0.489997,3,7,0,26.1634,5.07542,0.744475,0.426168
-27.2823,0.937056,0.489997,3,7,0,28.1333,5.25663,0.70993,0.520224
-26.6116,0.999783,0.489997,3,7,0,27.852,5.22684,0.644645,0.365395
-27.2481,0.867917,0.489997,3,7,0,28.398,5.25247,0.74711,0.497137
-24.7326,0.966399,0.489997,2,7,0,27.9763,5.16418,0.74612,0.4122
-26.4096,0.953497,0.489997,2,7,0,27.0104,5.29861,0.619473,0.433984
-26.0313,0.890496,0.489997,3,7,0,27.8982,5.08683,0.703745,0.425092
-25.8211,0.923404,0.489997,2,3,0,27.3837,5.11349,0.695991,0.447336
-25.856,0.983553,0.489997,2,7,0,27.5055,5.29083,0.6906,0.405265
-25.2609,0.995437,0.489997,3,15,0,26.361,5.09874,0.734826,0.388164
-26.1935,0.852582,0.489997,2,3,0,27.6253,5.08575,0.817889,0.408128
-26.1741,0.912438,0.489997,3,7,0,27.6139,5.14857,0.662414,0.440879
-26.6089,0.986547,0.489997,3,7,0,27.0832,5.03483,0.739037,0.402516
-25.2332,0.858267,0.489997,3,7,0,28.6772,5.08549,0.772248,0.433161
-25.2332,0.814888,0.489997,2,3,0,28.6651,5.08549,0.772248,0.433161
-25.0349,0.994557,0.489997,3,7,0,25.6049,5.16232,0.735728,0.452377
-25.4379,0.995286,0.489997,3,7,0,25.6263,5.11013,0.755881,0.463392
-26.1111,0.972935,0.489997,3,7,0,27.2841,5.0397,0.774023,0.457678
-24.9038,0.973705,0.489997,2,7,0,28.7053,5.20523,0.681602,0.422698
-26.0916,0.889872,0.489997,3,7,0,27.5233,5.15504,0.797878,0.414322
-25.6952,0.970697,0.489997,3,7,0,28.143,5.2873,0.678601,0.400841
-25.4385,0.987601,0.489997,2,3,0,25.9519,5.27136,0.665364,0.40177
-25.9146,0.954231,0.489997,3,7,0,26.5108,5.27482,0.634029,0.42594
-26.7051,0.98373,0.489997,3,7,0,27.332,5.29324,0.613266,0.453735
-26.8886,1,0.489997,2,3,0,27.1758,5.34271,0.622887,0.445587
-24.7387,0.983045,0.489997,2,7,0,28.4143,5.21081,0.713239,0.40819
-25.7379,0.967308,0.489997,4,15,0,25.8761,5.08957,0.805112,0.416636
-25.1924,1,0.489997,3,7,0,26.1727,5.18888,0.681862,0.445847
-24.8821,0.987951,0.489997,2,7,0,26.263,5.15095,0.745984,0.384631
-24.9349,0.995509,0.489997,2,3,0,25.0047,5.13499,0.738552,0.38087
-24.9161,0.975443,0.489997,2,7,0,25.2478,5.12152,0.727469,0.395415
-27.1399,0.920308,0.489997,2,3,0,27.7137,5.05782,0.822513,0.3715
-27.147,0.852932,0.489997,3,15,0,28.6958,5.28745,0.721375,0.488308
-26.4603,0.998371,0.489997,2,3,0,27.5351,5.25795,0.700333,0.494327
-28.3841,0.841928,0.489997,2,3,0,28.9439,5.30094,0.752254,0.482163
-24.898,1,0.489997,3,7,0,28.7902,5.22395,0.694215,0.393567
-24.9859,0.814395,0.489997,3,7,0,27.3134,5.21513,0.725555,0.429785
-24.9361,0.926705,0.489997,2,7,0,26.4169,5.20378,0.67884,0.406095
-25.3158,0.931533,0.489997,2,7,0,26.849,5.13503,0.780511,0.432343
-27.1981,0.791552,0.489997,2,7,0,30.1432,5.24494,0.770884,0.460972
-26.8031,0.930946,0.489997,2,7,0,28.3248,5.11268,0.679285,0.476281
-24.9931,0.965746,0.489997,2,7,0,28.5407,5.19359,0.684852,0.435678
-24.7706,0.989807,0.489997,3,7,0,25.1817,5.20034,0.705013,0.390485
-26.1057,0.747071,0.489997,2,3,0,26.6312,5.22896,0.748888,0.38338
-27.3964,0.946233,0.489997,2,7,0,29.2254,5.14857,0.714621,0.535611
-29.465,0.875402,0.489997,2,7,0,32.2656,5.38538,0.693258,0.502149
-26.4205,0.821212,0.489997,2,3,0,32.4391,5.24304,0.710888,0.496126
-26.1561,1,0.489997,1,1,0,26.4285,5.23716,0.711312,0.488562
-26.7665,0.922437,0.489997,2,3,0,27.3445,5.27853,0.728264,0.470972
-29.1192,0.83225,0.489997,2,3,0,30.6593,5.2392,0.571002,0.464594
-25.935,0.947654,0.489997,3,7,0,31.4046,5.26209,0.691039,0.368563
-25.8604,0.952057,0.489997,3,7,0,26.8152,5.06535,0.73221,0.438366
-25.7409,0.997409,0.489997,3,7,0,26.0903,5.07092,0.742781,0.452467
-25.1006,1,0.489997,3,7,0,25.866,5.20476,0.741152,0.427938
-29.1254,0.71083,0.489997,3,7,0,30.7484,5.1546,0.604028,0.460778
-24.9728,0.881879,0.489997,3,7,0,30.279,5.14776,0.698838,0.41093
-25.2302,0.98915,0.489997,3,7,0,25.5468,5.25882,0.6862,0.430674
-25.2302,0.762972,0.489997,2,7,0,29.1049,5.25882,0.6862,0.430674
-24.6576,0.984301,0.489997,3,7,0,25.5869,5.14145,0.730534,0.404787
-25.5773,0.830165,0.489997,2,3,0,25.9224,5.12717,0.688827,0.416794
-25.7777,0.998515,0.489997,2,7,0,25.9028,5.16713,0.783804,0.435545
-26.157,0.932886,0.489997,2,7,0,27.539,5.15498,0.658168,0.417121
-24.7913,0.999242,0.489997,2,7,0,26.1997,5.20628,0.704681,0.391126
-28.8488,0.843111,0.489997,3,15,0,29.9141,5.0169,0.808843,0.342062
-25.0149,0.800919,0.489997,2,3,0,31.3217,5.21616,0.729666,0.403979
-25.1317,0.982273,0.489997,3,7,0,26.2346,5.23789,0.716463,0.422571
-25.336,0.905132,0.489997,3,7,0,26.7838,5.18477,0.763471,0.423893
-24.8495,0.95298,0.489997,2,3,0,26.4991,5.11639,0.754084,0.400143
-24.7257,0.999662,0.489997,3,7,0,24.862,5.12881,0.742921,0.40295
-25.1521,0.899008,0.489997,2,3,0,26.0786,5.17667,0.721952,0.367694
-25.7682,0.962729,0.489997,3,7,0,27.2191,5.12163,0.760525,0.359119
-25.9292,0.983532,0.489997,2,3,0,26.4377,5.08044,0.770899,0.366901
-25.68,0.999791,0.489997,3,7,0,26.7921,5.15571,0.725747,0.482159
-25.9306,0.960245,0.489997,3,7,0,26.5828,5.17099,0.760875,0.36255
-25.9099,0.999258,0.489997,3,15,0,26.652,5.16165,0.685574,0.364392
-26.1933,0.987328,0.489997,3,7,0,26.5643,5.25369,0.730513,0.466013
-25.1757,0.996178,0.489997,2,3,0,26.2433,5.17482,0.681659,0.436192
-25.5717,0.991758,0.489997,3,7,0,26.3444,5.10613,0.784072,0.454351
-25.4402,0.908805,0.489997,2,7,0,27.1738,5.16579,0.671921,0.416284
-24.9235,0.956707,0.489997,2,3,0,25.9073,5.16708,0.690964,0.414823
-27.5065,0.723825,0.489997,2,3,0,27.8295,5.27809,0.754242,0.463707
-28.8535,0.975304,0.489997,3,7,0,31.3218,4.99556,0.755227,0.530361
-25.2753,0.994877,0.489997,3,7,0,28.8705,5.10614,0.778508,0.43963
-24.8327,0.996169,0.489997,3,7,0,25.5488,5.20687,0.705821,0.388079
-24.8877,0.904214,0.489997,4,15,0,26.54,5.20202,0.681291,0.412708
-27.552,0.567984,0.489997,1,3,0,29.2981,5.10831,0.654557,0.437581
-25.2414,0.913874,0.489997,2,3,0,28.426,5.14953,0.686922,0.419831
-25.4502,0.932955,0.489997,2,3,0,26.3352,5.18035,0.665881,0.425572
-26.0619,0.991817,0.489997,3,7,0,26.4707,5.13282,0.802885,0.443505
-24.7566,0.99422,0.489997,3,7,0,27.3944,5.14611,0.712675,0.409395
-25.0077,0.969359,0.489997,2,7,0,26.1673,5.17414,0.697154,0.443585
-24.9144,0.998397,0.489997,3,15,0,25.2734,5.14934,0.757468,0.430031
-25.4406,0.943534,0.489997,3,15,0,25.9524,5.20671,0.656911,0.421589
-26.6675,0.949888,0.489997,3,7,0,27.5625,5.30439,0.702738,0.462948
-29.6025,0.788661,0.489997,3,7,0,30.5835,5.00925,0.687257,0.439152
-25.1592,1,0.489997,2,3,0,29.4448,5.11527,0.72922,0.445791
-27.5092,0.910774,0.489997,2,7,0,29.3051,5.25924,0.676687,0.53066
-27.3474,0.985141,0.489997,3,7,0,29.0494,5.29571,0.683801,0.353784
-29.5873,0.826843,0.489997,3,7,0,30.2324,5.10189,0.658361,0.549718
-26.1,0.911671,0.489997,2,7,0,31.811,5.17647,0.707115,0.496576
-25.4707,0.984112,0.489997,3,7,0,27.1914,5.126,0.786579,0.395954
-25.4023,0.900601,0.489997,3,7,0,26.6593,5.16282,0.760603,0.376065
-25.6775,0.998871,0.489997,3,7,0,26.0276,5.26461,0.677763,0.45992
-25.0585,0.957732,0.489997,1,3,0,26.5913,5.21773,0.672858,0.428076
