# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = earnings2_model
# start_datetime = 2023-07-16 16:10:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = earnings2.json
# init = 2 (Default)
# random
#   seed = 1721821291 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,sigma
-9223.05,0.997546,0.0295358,7,127,0,9226.52,-38.8283,-9.31405e-06,-3.8882,-10.4697,20.7348,-4.32303,19.8128,5.61369,-0.441719,-13.8867,-17.5604,-31.2116,114.714
-9223.35,0.975944,0.0295358,7,127,0,9229.73,-18.8333,-1.26633e-05,8.18814,4.28946,0.560771,-18.5458,13.5465,3.71259,0.258469,5.23919,-7.8765,-15.516,112.3
-9225.04,0.741323,0.0295358,7,127,0,9230.02,-53.7614,-0.000154229,-9.74335,-10.3768,18.1752,-6.074,18.8824,3.64237,0.743396,23.7892,-26.9491,-12.3161,113.751
-9224.68,0.989248,0.0295358,7,127,0,9231.28,-18.7608,-0.00011317,10.902,-13.498,4.31078,-11.6662,10.5801,3.14457,0.514412,-7.17997,-30.1314,-42.4085,112.918
-9224.18,0.992522,0.0295358,7,255,0,9232.25,-31.8623,-8.27024e-05,5.65961,0.118503,5.01772,-16.0153,18.1315,3.58158,0.223114,-39.2549,-6.99045,-58.7387,114.437
-9228.85,0.984734,0.0295358,7,127,0,9234.71,-57.3827,-7.04733e-05,-5.15477,-0.303959,21.1438,-5.89582,17.0985,4.01796,0.516492,59.3177,3.66544,-46.5819,112.369
-9225.34,0.807255,0.0295358,7,127,0,9238.63,-34.6793,0.000126164,-2.31528,-15.6021,12.066,-7.55681,19.3017,4.83353,-0.0423507,29.1834,-14.7053,-58.4853,114.769
-9226.03,0.997325,0.0295358,7,127,0,9227.96,-37.6475,-8.9345e-05,-4.31804,-12.569,11.8027,-7.57315,18.048,4.26472,-0.0638674,33.4822,-13.3668,-61.6142,115.911
-9221.17,0.982103,0.0295358,8,255,0,9229.79,-29.0797,0.000123067,-0.66994,-14.215,19.2418,-6.90372,13.9992,2.31764,0.808084,0.484388,-27.6654,-12.3785,112.319
-9219.75,1,0.0295358,8,255,0,9223.93,-40.1175,-3.96571e-05,-0.378812,-3.68807,5.96485,-13.1321,17.7559,4.3042,0.392694,-3.31417,-3.93799,-54.7108,113.747
-9222.49,0.81719,0.0295358,7,127,0,9227.48,-30.202,-2.00356e-05,0.372744,-25.5104,23.8609,-6.93507,14.3639,1.74203,0.702596,16.4402,-10.8433,-42.2993,113.822
-9223.37,0.999502,0.0295358,8,255,0,9225.5,-38.7949,1.45177e-05,5.41277,9.38337,4.2345,-14.1281,13.975,6.04524,-0.0802313,-16.3094,-14.0474,26.8586,112.062
-9226.78,0.721065,0.0295358,7,127,0,9235.58,-27.8143,0.000209125,5.81121,-0.68183,-1.47945,-9.3341,11.4481,4.96101,0.291335,-4.90215,-3.62615,2.47536,115.68
-9222.99,0.996279,0.0295358,7,127,0,9231.61,-37.2726,9.51292e-05,-5.62906,-21.9871,21.9893,-11.4478,15.3635,5.31778,-0.036308,-6.34316,-22.0414,-28.2982,110.906
-9224.26,0.993957,0.0295358,7,255,0,9232.98,-29.2277,7.5578e-05,2.16625,0.575368,12.1302,-21.8544,18.5851,4.94599,-0.232466,4.73003,-6.36198,-16.8434,111.293
-9220.16,0.984698,0.0295358,6,63,0,9225.84,-38.4764,-8.49281e-05,2.44593,-4.56517,8.29859,-17.9345,16.0132,5.35121,0.0612286,11.5087,-0.549908,-10.9018,112.217
-9221.91,0.371882,0.0295358,6,67,0,9232.54,-41.8768,-6.31851e-05,3.74331,-0.760404,4.57522,-16.5402,16.6458,5.68048,-0.0177709,15.1035,-3.34384,3.62698,110.309
-9220.43,0.518347,0.0295358,7,255,0,9229.43,-22.5473,4.74524e-05,1.58774,-10.2425,17.2344,-12.1401,12.7418,4.7203,-0.0685898,-22.0771,-5.95104,16.0577,114.772
-9220.96,0.998919,0.0295358,7,255,0,9224.83,-37.885,3.48283e-05,-1.99368,-18.0152,13.1073,-1.2187,18.3097,2.96128,0.415423,2.64159,-32.6464,-5.08656,111.053
-9222.12,0.997002,0.0295358,7,127,0,9226.47,-19.2702,-2.18413e-05,-0.353268,-26.3481,17.0387,-11.7786,12.0217,2.4129,0.624858,17.086,-12.3081,-29.0041,116.209
-9221.84,0.999441,0.0295358,7,127,0,9227.44,-46.5533,3.08599e-05,8.07056,2.03153,5.80956,-16.5723,17.9105,4.23379,0.439896,-11.8681,-4.65139,-54.7649,111.052
-9221.77,0.996994,0.0295358,7,127,0,9227.3,-26.7364,-3.96339e-05,-0.112117,3.34254,11.6475,-17.8254,15.5897,2.46053,0.712269,2.64063,-6.39616,-39.4535,115.984
-9222.86,0.870161,0.0295358,7,255,0,9226.94,-35.7365,5.58128e-07,-1.75068,6.25498,13.0129,-17.1435,11.8853,3.93903,0.624795,-5.81056,-4.11661,-7.74558,117.005
-9221.34,0.993667,0.0295358,7,127,0,9226.3,-25.7218,-4.57413e-05,3.89385,-5.74513,10.2488,-13.8929,15.8939,5.29794,-0.212098,-18.9146,4.81821,-15.6423,111.88
-9223.97,0.97235,0.0295358,7,255,0,9226.49,-35.0625,2.69555e-05,-6.81949,-13.4473,15.375,-8.95037,15.7288,7.12003,-0.408921,-9.83651,0.157,-46.6369,112.927
-9226.54,0.587227,0.0295358,7,255,0,9235.44,-29.4423,-0.000256968,0.528058,-23.0138,26.6503,-3.82686,16.1688,2.64007,0.196974,0.582429,-8.79911,-4.95813,114.116
-9223.51,0.958251,0.0295358,7,255,0,9232.11,-49.4473,-0.000100121,1.20167,21.2156,8.34745,-16.5489,20.2642,4.20006,0.355533,-4.07562,12.0194,7.86241,112.044
-9225.04,0.951476,0.0295358,8,255,0,9230.09,-35.0875,0.00012132,-2.16058,0.674596,21.6147,-5.274,10.0201,4.63201,0.387395,-22.0127,26.0039,10.7496,111.738
-9224.19,0.883223,0.0295358,7,127,0,9231.33,-55.3628,0.000174334,4.15537,-14.7129,4.72871,-11.6191,22.0232,4.68926,0.29071,8.91841,7.69258,-37.9003,113.721
-9222.29,0.964131,0.0295358,7,127,0,9227.73,-28.9411,0.000111815,-1.63206,-1.05074,22.1157,-8.65059,9.38421,3.52561,0.634939,-16.8081,-13.787,5.53758,113.099
-9222.54,0.999979,0.0295358,7,127,0,9227.86,-46.7484,-8.3083e-06,-0.380646,-16.0447,-0.450823,-8.56768,22.0769,3.28399,0.41538,-12.2118,-17.0844,-3.17713,112.805
-9219,0.952706,0.0295358,7,127,0,9228.8,-31.3035,-2.42042e-05,0.865576,2.62966,9.01969,-8.89332,15.1819,4.85684,0.08031,-2.05418,-16.9518,-22.7836,112.932
-9222.82,0.997015,0.0295358,7,127,0,9224.31,-49.1363,3.43668e-05,3.07654,-15.41,10.355,-13.7169,18.4761,4.53514,0.244851,30.9995,-12.6925,-40.9592,110.612
-9221.27,0.999643,0.0295358,7,255,0,9227.32,-23.9634,-1.2694e-05,-3.69307,-3.19456,10.0468,-12.2465,11.4895,2.99785,0.697634,1.95608,-34.5031,-31.5785,114.57
-9226.92,0.880078,0.0295358,7,127,0,9229.44,-20.2276,-0.000108781,-0.113201,-12.6556,4.11322,-15.2029,16.994,1.12179,0.755816,-32.1002,-39.9901,-3.04538,116.663
-9227.01,0.989737,0.0295358,7,127,0,9232.76,-11.488,-5.12725e-05,-3.24617,-7.57604,-7.80186,-18.8716,14.9548,2.68285,0.403364,-22.4543,-39.3908,-16.2408,115.24
-9222.32,0.976577,0.0295358,7,127,0,9231.77,-33.3721,-9.31803e-05,2.79857,-26.3945,18.0216,-9.49306,16.0862,5.33462,-0.230132,-12.7677,-21.6413,-41.5717,110.871
-9223.01,0.971127,0.0295358,7,255,0,9228.55,-34.3291,-4.53325e-05,-3.15086,5.55866,6.8753,-10.7626,15.4906,3.63714,0.415476,39.3129,-2.30806,-9.27839,113.912
-9222.66,0.988298,0.0295358,7,127,0,9225.08,-35.4805,7.17571e-06,6.93329,-11.2672,20.4682,-4.92117,17.7381,3.70147,0.104769,-31.4272,-19.6479,-6.95644,111.062
-9221.13,0.981236,0.0295358,7,127,0,9226.38,-44.4681,9.89569e-06,-1.21288,-8.46999,12.7763,4.26449,17.6653,3.70115,0.337711,-20.8538,-6.4213,-6.41492,113.672
-9220.83,0.94841,0.0295358,7,255,0,9226.17,-35.6366,4.88593e-05,-1.70608,-6.67632,13.5431,-3.8704,18.5548,2.94898,0.270214,-21.5209,-1.64536,-43.2166,112.184
-9220.81,0.934018,0.0295358,8,383,0,9226,-36.2384,-3.02315e-05,1.45394,-6.13134,15.4139,-5.33931,16.344,3.99025,0.228067,29.9005,-4.70916,6.1824,114.449
-9223.32,0.984668,0.0295358,6,63,0,9225.43,-33.7974,-4.20681e-05,1.85798,-2.49828,14.6039,-0.257979,15.0812,3.51705,0.246122,29.5694,-1.24698,8.67244,115.698
-9225.42,0.949641,0.0295358,7,127,0,9232.6,-48.2356,1.48478e-05,-8.10599,-15.0507,14.3613,-11.4859,16.9597,5.23936,0.306854,44.1078,-10.3354,-12.5632,110.374
-9221.86,0.930796,0.0295358,7,255,0,9233.2,-50.6835,-8.42511e-05,7.88087,11.5663,10.1426,-8.84362,16.0083,4.88565,0.279896,9.20622,11.9888,-51.2928,114.636
-9225.98,0.997279,0.0295358,7,127,0,9230.04,-44.3253,-8.50171e-05,-7.1138,22.6513,4.07003,-5.0334,17.3475,6.18628,-0.16049,2.49372,5.01487,-58.1388,116.603
-9225.67,0.897069,0.0295358,7,127,0,9229.18,-47.3485,-0.000118666,-2.0043,21.6293,1.80339,-11.9672,17.56,6.76455,-0.212207,-2.45435,3.37789,-50.7635,116.03
-9223.66,0.910796,0.0295358,7,127,0,9230.05,-41.5133,0.00018772,0.620324,6.45535,13.0926,-8.75894,14.0453,5.02048,0.200723,24.0537,11.7974,-67.4999,112.864
-9224.16,0.978277,0.0295358,6,63,0,9226.85,-49.9895,-4.518e-05,-0.773627,8.53636,11.019,-8.1625,13.8296,5.70945,0.271181,23.8079,14.4759,-70.5192,111.205
-9222.99,0.982054,0.0295358,7,127,0,9227.26,-49.8926,6.52995e-05,3.98616,20.066,15.5717,-0.720395,16.0716,4.77395,0.290945,23.9941,12.2052,-42.5158,114.138
-9225.87,0.965475,0.0295358,7,127,0,9230.63,-65.4166,4.16932e-05,-1.14809,-7.79195,12.5549,1.75366,23.1751,4.51007,0.374861,27.4747,5.22088,-46.7446,109.633
-9225.09,0.997692,0.0295358,7,127,0,9230.76,-60.3046,-2.42896e-05,-1.12717,-7.46907,10.0844,-2.597,19.071,5.36519,0.392739,11.6651,7.83824,-39.1402,109
-9221.71,0.848845,0.0295358,7,127,0,9230.95,-32.1985,0.000108669,7.17837,-0.0489581,14.5967,-7.00276,16.3492,3.30174,0.266412,-9.89266,14.3132,-20.4403,113.277
-9221.59,0.99949,0.0295358,7,127,0,9226.4,-31.8675,-9.59529e-05,4.88379,-6.09755,14.3389,-11.6271,12.2691,6.13733,-0.226095,-5.79672,14.7472,-37.7646,112.857
-9222.75,0.949878,0.0295358,7,127,0,9232.66,-57.9006,6.80215e-05,1.66637,-1.97255,19.7708,-1.15759,18.6216,3.79057,0.587669,2.31824,25.7959,22.5553,114.367
-9220.69,0.932895,0.0295358,6,127,0,9225.79,-42.2005,4.18464e-05,0.771689,2.32038,19.9502,-11.9746,16.6326,4.11509,0.279145,2.65019,14.2526,19.4747,111.901
-9220.46,0.998512,0.0295358,7,127,0,9225.33,-37.5599,-2.61491e-05,-0.163561,-4.8784,13.394,-4.93684,15.4273,5.47053,-0.065984,-20.0787,8.31049,15.6275,114.36
-9221.42,0.994884,0.0295358,8,255,0,9227.83,-37.3955,3.41441e-05,-3.65054,-1.86424,18.0681,-2.54222,15.7225,2.82615,0.691496,12.1007,-0.853139,-79.6798,113.584
-9220.22,0.981643,0.0295358,7,255,0,9229.3,-49.2339,-1.02835e-05,-7.01297,-3.62009,11.592,-8.80423,20.618,3.95154,0.369466,17.0597,-9.09544,-25.9178,111.346
-9226.17,0.921979,0.0295358,7,127,0,9229.58,-40.6295,0.000125285,-7.49685,-12.9332,-3.92179,-3.87167,19.8646,3.8263,0.167512,-3.30723,-11.1792,-3.08463,113.689
-9220.26,0.99999,0.0295358,6,127,0,9228.27,-34.1694,6.88813e-05,-7.14665,-12.5404,11.4368,-11.1507,18.6292,4.33091,0.0547354,-6.17425,-12.4458,19.1717,113.618
-9224.99,0.993775,0.0295358,7,127,0,9228.1,-14.5587,-1.5487e-05,2.93994,-36.2423,14.5973,-8.52687,10.7098,3.93572,-0.0878204,-4.40777,1.93554,-20.6022,113.042
-9228.48,0.804511,0.0295358,7,127,0,9238.64,-39.6523,9.059e-05,15.9116,-5.14497,21.3704,-19.0312,14.505,6.19806,-0.124955,-3.94643,-4.41268,-60.5173,111.741
-9224.81,0.99277,0.0295358,7,127,0,9233.24,-36.6934,-2.81175e-05,8.86305,3.479,14.5426,-12.6306,14.4057,6.79969,-0.420742,8.46711,-7.17385,-86.6032,112.923
-9223.09,0.758736,0.0295358,7,127,0,9231.07,-40.1624,0.00016685,-7.4438,-13.9537,10.992,-9.62512,20.7014,1.64906,0.871532,5.99887,-1.25906,-51.5269,113.701
-9222.99,0.992659,0.0295358,7,255,0,9229.43,-21.1553,5.27508e-05,9.78544,2.90655,10.4009,-12.6821,13.1582,2.76958,0.383195,-7.86822,-11.6901,16.6046,111.991
-9224.61,0.855538,0.0295358,6,127,0,9232.82,-18.6564,-0.000102519,1.20277,2.57371,13.792,-12.6952,16.6253,2.65123,0.141946,-4.45647,-16.6455,9.35296,112.673
-9221.25,0.999667,0.0295358,6,95,0,9228.55,-27.9186,3.31774e-05,5.01717,-1.0474,11.6625,-13.006,17.5319,3.21954,0.207545,-14.0064,-22.9052,4.4678,111.539
-9222.03,0.999712,0.0295358,7,127,0,9228.92,-25.9239,3.7824e-06,-4.08801,-15.9668,20.7856,-6.28791,13.125,4.52668,-0.0449668,27.3687,-10.8079,-32.5877,115.47
-9221.71,0.963108,0.0295358,7,127,0,9227.15,-44.9809,3.84013e-05,-5.50696,2.64013,9.78754,-8.18155,17.9459,3.50307,0.721225,-12.3608,-22.089,-58.9521,113.919
-9220.56,0.992043,0.0295358,7,255,0,9225.74,-40.2309,4.43552e-05,6.68755,1.15474,8.01475,-10.3533,17.2987,1.7845,0.94901,3.92597,-8.86947,-44.3491,114.139
-9223.44,0.998191,0.0295358,7,255,0,9229.06,-41.0081,5.21625e-05,-3.82522,1.78112,17.38,6.01554,15.8533,1.79499,0.944413,-0.968348,-17.2563,-2.28239,115.653
-9220,0.989346,0.0295358,7,127,0,9225.64,-31.6655,-1.9528e-05,4.81459,-10.3104,8.13478,-15.4695,15.4922,4.61489,0.108024,13.6647,1.03177,-27.4194,110.496
-9222.73,0.998043,0.0295358,7,127,0,9224.41,-33.9455,-1.67636e-05,-3.3687,-10.1098,25.3627,2.17081,16.6242,3.26745,0.165675,-20.3728,3.80227,-28.1986,115.512
-9220.8,0.999162,0.0295358,7,127,0,9227.2,-23.7959,-1.22653e-05,2.02198,-19.1102,24.0908,-7.44189,10.9225,4.16781,0.228342,-15.2092,7.11003,-5.6333,112.326
-9219.75,0.995135,0.0295358,7,127,0,9223.89,-40.851,3.15916e-05,-6.23113,5.87665,10.3917,-8.81495,18.3891,2.67957,0.751341,-9.70791,-6.16719,-36.4802,113.364
-9221.39,0.840861,0.0295358,7,127,0,9226.19,-49.8078,-1.81167e-05,7.90027,-15.288,4.53042,-7.62435,18.8067,4.60764,0.31771,0.307541,1.90573,-43.3532,113.321
-9223.53,0.9332,0.0295358,7,127,0,9226.99,-39.2934,2.24109e-05,-5.4018,-16.5484,7.44672,-5.20585,23.3402,1.67586,0.55232,-7.61733,0.253975,-48.8979,114.511
-9230.34,0.615989,0.0295358,7,127,0,9236.35,-35.7049,0.000193056,16.74,1.63828,14.5813,-12.3945,10.0308,2.94384,0.965019,-8.82486,-16.2741,-51.2419,109.864
-9225.62,1,0.0295358,7,255,0,9239.56,-27.5199,-0.000194371,-3.32434,2.53064,6.91084,-11.8739,16.064,5.75342,-0.362928,-17.1283,9.7687,-72.8323,114.079
-9220.85,0.97679,0.0295358,7,127,0,9229.34,-35.3338,8.43094e-05,-0.367995,-8.57904,12.5028,-11.4322,15.9682,2.33801,0.731902,-22.3529,-9.79761,-42.7452,112.347
-9226.79,0.988368,0.0295358,7,127,0,9230.87,-31.9249,6.97148e-05,2.17592,20.722,-3.98579,-24.182,15.137,5.00145,0.114792,6.30808,-13.0253,-37.2333,112.178
-9223.32,0.997455,0.0295358,7,127,0,9232.06,-41.1024,8.25862e-06,2.18598,17.3681,6.27191,-25.395,17.2767,3.95011,0.490437,1.30509,-9.028,-17.1178,114.078
-9224.39,0.973148,0.0295358,7,127,0,9229.32,-31.9923,4.68147e-05,1.08346,-27.154,8.9308,2.98575,18.286,1.98617,0.40425,-22.4861,-11.4184,-24.2412,114.066
-9224.08,0.710363,0.0295358,7,127,0,9232.34,-28.6143,6.6361e-05,1.53392,12.0323,21.7263,-22.0915,12.9627,2.95175,0.716963,2.4619,-10.2921,-19.2039,112.216
-9224.66,0.903307,0.0295358,7,127,0,9232.69,-26.13,2.58155e-05,-2.04969,-36.4807,-4.39611,-12.7038,18.6493,3.69621,0.153857,-6.42683,-18.7352,-9.88144,113.529
-9223.87,0.889459,0.0295358,7,127,0,9229.3,-21.4338,-0.000120501,0.398518,-27.2418,9.52574,-15.4259,19.772,3.47951,-0.0420399,-20.4642,-12.815,-5.55956,111.315
-9230.01,0.999735,0.0295358,7,127,0,9235.72,-36.1482,-7.72294e-05,2.91099,-6.87615,28.4436,3.6105,7.32958,1.79012,1.23677,25.8658,-11.904,-27.4348,113.936
-9228.51,0.996851,0.0295358,6,63,0,9232.64,-32.4788,-7.13553e-05,1.72263,-3.37389,29.484,0.229487,8.37673,1.96409,1.29301,24.1437,-14.4977,-27.4934,113.837
-9220.39,0.890551,0.0295358,7,127,0,9232.87,-45.9557,3.95822e-05,-4.27802,3.75453,24.5113,-7.06683,14.9096,3.01139,0.800244,4.13774,-4.59909,-23.048,113.199
-9224.09,0.975553,0.0295358,7,127,0,9229.28,-45.8795,-1.90639e-05,-1.0123,-17.9433,3.97526,-11.621,23.6861,2.55218,0.555545,-21.3713,9.66539,-40.8938,115.196
-9226.45,0.990236,0.0295358,7,127,0,9230.94,-39.0224,6.88978e-06,0.690002,4.73082,15.1338,-12.5584,10.4895,1.78718,1.43873,28.4291,10.5345,-23.5816,111.074
-9222.19,0.927246,0.0295358,7,127,0,9229.36,-44.8997,5.68314e-05,4.40282,10.6917,16.4442,-4.90225,15.7712,2.34895,0.855713,24.6059,3.12477,-15.4999,110.613
-9223.24,0.974337,0.0295358,7,127,0,9227.79,-39.0272,6.04686e-06,5.45206,3.7286,19.346,-8.83421,11.2947,2.97872,0.843335,37.3797,0.953476,-7.68942,113.328
-9224.43,0.960031,0.0295358,7,255,0,9231.07,-50.4733,-6.32869e-05,6.85581,-3.77553,24.7677,2.23963,16.0428,2.7886,0.851052,-5.60901,6.30612,18.153,116.324
-9222.45,0.999892,0.0295358,7,127,0,9230.18,-43.2958,2.01077e-05,-1.35002,12.4088,16.0303,-15.2597,15.4853,2.41156,1.04011,19.074,15.2985,-39.1521,112.224
-9225.98,0.998962,0.0295358,7,255,0,9235.58,-45.7377,3.42362e-05,8.80688,-31.1169,3.77779,-5.7131,18.7086,4.18845,0.264268,26.6841,-27.2558,-16.3678,116.308
-9220.95,0.910791,0.0295358,7,127,0,9232.05,-36.0731,2.3508e-05,-8.45841,-20.3095,17.7336,-10.3286,16.9702,2.85337,0.642169,3.39272,-25.1458,-8.45863,111.094
-9222.6,0.957178,0.0295358,7,127,0,9229.58,-38.1156,5.5886e-05,10.2895,-3.47023,14.1513,-3.361,12.5146,4.46275,0.139274,-1.4704,-9.34277,-31.5244,112.794
-9221.54,0.961887,0.0295358,7,127,0,9229.9,-33.147,-3.86716e-05,-1.64526,2.19435,13.3796,-4.76819,18.0103,3.57497,0.178576,-7.76172,-16.994,-30.4169,109.318
-9221.28,0.977748,0.0295358,7,127,0,9226,-36.1872,3.54884e-05,3.20354,-6.30086,14.2248,-11.4447,17.5155,3.46763,0.210872,3.95277,-5.57868,-18.0198,117.348
-9226.11,0.797048,0.0295358,7,127,0,9231.44,-22.9111,0.000115016,-3.31948,6.67845,18.2081,-10.3522,12.4887,1.55284,0.860649,-0.552364,-17.7533,-29.008,108.381
-9222.55,0.984709,0.0295358,7,127,0,9233.02,-40.3069,5.98865e-05,8.98297,-15.5628,23.0001,-8.5389,12.0523,4.41422,0.338242,7.1237,-25.411,-0.922591,112.983
-9220.2,0.999852,0.0295358,7,127,0,9224.22,-36.539,4.55775e-05,-2.32497,-7.69191,13.756,-5.70249,18.1439,3.38042,0.223963,18.678,-13.4655,-17.6605,110.898
-9221.38,0.699151,0.0295358,7,127,0,9225.64,-40.7574,-6.3061e-05,-6.54716,-13.8687,16.5743,-4.93596,15.9085,3.60175,0.640469,14.6725,-18.7984,-6.81605,115.752
-9221.55,0.999342,0.0295358,7,127,0,9226.25,-42.8809,3.24316e-05,12.0281,-12.2608,17.5087,-6.84752,16.6935,3.71906,0.459697,-3.54492,-16.5714,-30.1413,111.311
-9224.88,0.969079,0.0295358,7,255,0,9232.78,-42.0229,1.6404e-05,10.3503,-7.83125,9.59188,-15.4198,19.558,5.14518,0.0387191,22.831,-6.99878,-41.7883,111.882
-9225.18,0.998748,0.0295358,7,127,0,9233.32,-38.486,1.66966e-05,-9.32727,-5.44886,22.9516,-6.83817,14.9079,3.3587,0.528579,-26.438,7.0011,-12.056,118.353
-9221.25,0.962861,0.0295358,7,127,0,9230.19,-32.0909,-4.06477e-05,-4.80872,-5.58116,15.7046,-13.3252,15.9768,3.01074,0.479563,-18.0844,10.3958,3.91541,110.415
-9221.68,0.998265,0.0295358,7,127,0,9226.24,-45.0216,-4.93741e-05,9.67884,0.947459,12.1649,-0.793911,15.4999,4.92055,0.059468,13.0591,1.2221,-18.3151,115.891
-9223.15,0.931314,0.0295358,7,255,0,9229.15,-61.9238,-2.17865e-05,12.7257,13.4457,13.1533,-7.80299,18.9038,4.94516,0.361785,-7.90978,19.4164,-9.39377,112.166
-9222.92,0.99945,0.0295358,7,127,0,9226.24,-62.7424,-5.13868e-07,13.0291,9.84108,13.7691,-8.63281,18.7531,4.94086,0.364415,-4.15892,19.5897,-12.806,112.196
-9221.67,0.998454,0.0295358,7,255,0,9230.52,-28.2133,8.74844e-07,-6.52029,-12.1532,14.3295,-15.3988,14.3453,2.90962,0.641659,-0.702091,-26.8033,37.9903,114.389
-9223.78,0.999781,0.0295358,8,255,0,9227.26,-49.3262,-5.75994e-06,-9.26859,14.0129,6.87102,-9.38041,20.3473,5.14398,0.0882411,-6.13142,14.7821,-71.006,113.251
-9224.01,0.853585,0.0295358,7,127,0,9229.55,-50.8164,-5.19936e-05,-1.55139,16.9835,8.90844,-8.78872,17.9514,4.09647,0.547716,-19.4381,9.2557,-87.5876,112.966
-9223.17,0.971737,0.0295358,7,127,0,9232.07,-41.9416,-5.4639e-05,-3.66389,-9.87736,13.3141,0.762723,19.1669,1.18056,1.05169,-6.14248,3.59773,-13.9438,115.208
-9221.47,0.999488,0.0295358,7,127,0,9225.7,-39.8474,-6.43493e-05,6.41367,-14.6926,14.7073,-10.9234,16.712,2.46508,0.816803,-0.160439,12.4679,-27.6807,110.266
-9224.67,0.882443,0.0295358,7,127,0,9227.26,-47.2919,8.74991e-05,-5.90109,8.76824,18.1525,-3.29246,17.3283,4.16855,0.587295,16.1515,13.6819,-31.7636,115.956
-9221.53,0.981863,0.0295358,7,255,0,9231.7,-45.8803,2.63043e-05,-1.61028,2.63445,17.3501,-3.89096,15.6182,3.35624,0.789311,5.21606,-17.1541,-76.4865,112.066
-9221.05,0.931226,0.0295358,7,255,0,9226.18,-21.3326,4.64482e-05,-1.4358,-23.5328,13.818,-11.8915,13.8505,2.26248,0.607289,8.2753,-5.33006,-21.5422,116.1
-9220.57,0.997501,0.0295358,7,255,0,9225.76,-38.0132,-2.52893e-05,3.42413,-10.3848,9.895,-8.71236,16.4285,2.87925,0.662634,30.2725,-28.7857,-23.7174,112.509
-9220.24,0.969068,0.0295358,7,127,0,9224.1,-35.555,6.02613e-05,4.29244,-14.0171,14.5351,-8.87438,14.4036,3.80342,0.447066,21.0868,-26.4873,-12.4053,110.711
-9223.85,0.6154,0.0295358,7,255,0,9227.54,-29.3903,0.000259304,2.69987,-16.9061,15.7345,-4.8825,13.0839,2.90944,0.550491,11.8178,-17.4832,-5.68544,111.036
-9221.44,0.999555,0.0295358,7,127,0,9226.7,-23.6313,-8.75794e-05,-6.19005,-24.012,27.0851,-6.9478,13.0743,3.77775,0.221435,-5.38076,-19.9354,-27.8643,113.244
-9220.49,0.975482,0.0295358,7,255,0,9225.47,-37.2823,-2.94464e-05,3.85141,2.86219,-0.250953,-13.5215,17.623,4.90856,0.0911327,-7.25961,-4.54801,-0.147513,112.619
-9225.3,0.97628,0.0295358,7,127,0,9230.04,-45.9908,3.45222e-05,-0.273404,19.926,15.248,-9.37435,17.3061,3.95373,0.432176,-31.2324,-22.4144,-6.53418,117.251
-9222.48,0.812745,0.0295358,7,127,0,9235.14,-36.6006,1.81227e-06,6.99678,-16.3409,21.9265,-3.90382,12.9022,2.14864,0.962446,20.722,-9.58847,10.0672,113.883
-9225.69,0.991094,0.0295358,7,127,0,9229.09,-37.6952,2.21872e-06,-9.67256,-14.7367,17.5607,-6.09605,18.0464,0.368205,1.17862,9.07195,-13.2452,5.92163,109.951
-9221.88,0.726578,0.0295358,7,255,0,9231.16,-34.3658,-0.000167691,7.2252,-0.183312,7.07548,-10.547,14.1945,5.6526,-0.0145409,-1.77814,-12.7163,-3.49656,113.298
-9222.68,0.841931,0.0295358,7,255,0,9228.77,-19.0896,3.00031e-05,-3.87218,-1.64179,17.5975,-18.0213,13.5024,3.13218,0.301575,-14.769,-20.1219,-20.4073,116.174
-9224.72,0.840702,0.0295358,7,127,0,9228.29,-30.3778,7.84616e-05,3.93865,-23.0526,6.97189,-1.87378,16.1747,5.51281,-0.292114,-15.468,-36.8881,-34.2955,111.179
-9224.7,0.999733,0.0295358,7,255,0,9232.24,-38.2909,1.83497e-05,-6.37107,4.02686,14.9077,-19.8676,11.7994,3.88724,0.913623,-18.8557,7.64184,-29.1533,114.015
-9224.54,0.994141,0.0295358,7,255,0,9229.64,-20.9956,2.18094e-06,7.35256,-7.17296,9.41319,-11.1505,17.0289,2.80905,0.11591,5.32833,-6.14354,24.4992,111.109
